id,repo_name,domain,primitive_type,concept,foundational_primitive,first_commit_mvp,starter_command,status,license,contribution_path
539,aurora-learn-contract,Education & Skill Graphs,contract,"A machine-readable contract format for roles, limits, and guarantees in learning paths mapped into adaptive, verifiable capability systems.",Contract for learn systems,Contract schema + linter,mkdir aurora-learn-contract && cd aurora-learn-contract && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
540,cobalt-learn-sentry,Education & Skill Graphs,sentry,"A sentry that flags anomalies and unsafe transitions in learning paths mapped into adaptive, verifiable capability systems.",Sentry for learn systems,Detector + alert mock,mkdir cobalt-learn-sentry && cd cobalt-learn-sentry && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
541,praxis-learn-loom,Education & Skill Graphs,loom,"A weaving engine that turns fragmented inputs into coherent flows for learning paths mapped into adaptive, verifiable capability systems.",Loom for learn systems,Flow builder + examples,mkdir praxis-learn-loom && cd praxis-learn-loom && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
542,humane-learn-prism,Education & Skill Graphs,prism,"A multi-perspective review system for evaluating learning paths mapped into adaptive, verifiable capability systems.",Prism for learn systems,Review rubric + UI,mkdir humane-learn-prism && cd humane-learn-prism && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
543,neon-learn-turbine,Education & Skill Graphs,turbine,"A momentum engine that converts small signals into prioritized work for learning paths mapped into adaptive, verifiable capability systems.",Turbine for learn systems,Prioritizer + queue,mkdir neon-learn-turbine && cd neon-learn-turbine && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
544,foundry-learn-dock,Education & Skill Graphs,dock,"A docking standard that lets plugins attach cleanly to learning paths mapped into adaptive, verifiable capability systems.",Dock for learn systems,Plugin API + sample plugin,mkdir foundry-learn-dock && cd foundry-learn-dock && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
545,root-learn-seedbank,Education & Skill Graphs,seedbank,"A seedbank of reusable primitives, prompts, schemas, and tests for learning paths mapped into adaptive, verifiable capability systems.",Seedbank for learn systems,Library + search,mkdir root-learn-seedbank && cd root-learn-seedbank && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
546,field-learn-scorecard,Education & Skill Graphs,scorecard,"A scorecard system that converts qualitative outcomes into inspectable measures for learning paths mapped into adaptive, verifiable capability systems.",Scorecard for learn systems,Metrics schema + report,mkdir field-learn-scorecard && cd field-learn-scorecard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
547,dovetail-learn-constellation,Education & Skill Graphs,constellation,"A constellation view that links projects, people, and artifacts in learning paths mapped into adaptive, verifiable capability systems.",Constellation for learn systems,Entity model + graph UI,mkdir dovetail-learn-constellation && cd dovetail-learn-constellation && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
548,cairn-learn-relay,Education & Skill Graphs,relay,"A reliable relay for moving messages, context, and tasks across learning paths mapped into adaptive, verifiable capability systems.",Relay for learn systems,Message bus + retries,mkdir cairn-learn-relay && cd cairn-learn-relay && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
549,frontier-learn-calibrator,Education & Skill Graphs,calibrator,"A calibration suite that tunes thresholds and expectations for learning paths mapped into adaptive, verifiable capability systems.",Calibrator for learn systems,Calibration tests + chart,mkdir frontier-learn-calibrator && cd frontier-learn-calibrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
550,quiet-learn-codex,Education & Skill Graphs,codex,"A living codex that stores principles, examples, and reference patterns for learning paths mapped into adaptive, verifiable capability systems.",Codex for learn systems,Docs engine + examples,mkdir quiet-learn-codex && cd quiet-learn-codex && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
551,nexus-media-protocol,Creative Media Infrastructure,protocol,"A protocol that standardizes content creation that is modular, provenance-aware, and remixable across independent tools.",Protocol for media systems,Spec draft + reference validator,mkdir nexus-media-protocol && cd nexus-media-protocol && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
552,oracle-media-kernel,Creative Media Infrastructure,kernel,"A minimal runtime kernel for content creation that is modular, provenance-aware, and remixable without vendor lock-in.",Kernel for media systems,Core runtime + CLI,mkdir oracle-media-kernel && cd oracle-media-kernel && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
553,saffron-media-ledger,Creative Media Infrastructure,ledger,"An append-only event ledger for content creation that is modular, provenance-aware, and remixable with replayable history.",Ledger for media systems,Event schema + replay demo,mkdir saffron-media-ledger && cd saffron-media-ledger && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
554,echo-media-simulator,Creative Media Infrastructure,simulator,"A simulation engine that stress-tests content creation that is modular, provenance-aware, and remixable before deployment.",Simulator for media systems,Scenario runner + sample cases,mkdir echo-media-simulator && cd echo-media-simulator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
555,source-media-compiler,Creative Media Infrastructure,compiler,"A compiler that converts human intent into machine-checkable plans for content creation that is modular, provenance-aware, and remixable.",Compiler for media systems,Parser + plan IR,mkdir source-media-compiler && cd source-media-compiler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
556,lattice-media-index,Creative Media Infrastructure,index,"A semantic index that makes content creation that is modular, provenance-aware, and remixable searchable, comparable, and reusable.",Index for media systems,Indexer + query API,mkdir lattice-media-index && cd lattice-media-index && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
557,vector-media-canvas,Creative Media Infrastructure,canvas,"An interactive canvas for designing and debugging content creation that is modular, provenance-aware, and remixable.",Canvas for media systems,Web UI + example board,mkdir vector-media-canvas && cd vector-media-canvas && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
558,veritas-media-agent,Creative Media Infrastructure,agent,"A specialist agent that manages one narrow responsibility inside content creation that is modular, provenance-aware, and remixable.",Agent for media systems,Agent contract + tests,mkdir veritas-media-agent && cd veritas-media-agent && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
559,basalt-media-orchestrator,Creative Media Infrastructure,orchestrator,"An orchestrator that coordinates modules responsible for content creation that is modular, provenance-aware, and remixable.",Orchestrator for media systems,Router + plugin registry,mkdir basalt-media-orchestrator && cd basalt-media-orchestrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
560,meridian-media-guardian,Creative Media Infrastructure,guardian,"A guard layer that detects failure, drift, and misuse in content creation that is modular, provenance-aware, and remixable.",Guardian for media systems,Policy rules + audit log,mkdir meridian-media-guardian && cd meridian-media-guardian && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
561,verdant-media-codec,Creative Media Infrastructure,codec,"A translation layer that converts messy inputs into structured records for content creation that is modular, provenance-aware, and remixable.",Codec for media systems,Normalizer + fixtures,mkdir verdant-media-codec && cd verdant-media-codec && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
562,steward-media-mesh,Creative Media Infrastructure,mesh,"A federated mesh where peers share signals about content creation that is modular, provenance-aware, and remixable without central control.",Mesh for media systems,Peer protocol + mock nodes,mkdir steward-media-mesh && cd steward-media-mesh && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
563,terra-media-notebook,Creative Media Infrastructure,notebook,"A living notebook format where every claim about content creation that is modular, provenance-aware, and remixable carries evidence.",Notebook for media systems,File format + renderer,mkdir terra-media-notebook && cd terra-media-notebook && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
564,kindred-media-sandbox,Creative Media Infrastructure,sandbox,"A safe experimentation sandbox for testing content creation that is modular, provenance-aware, and remixable under constraints.",Sandbox for media systems,Isolated runner + examples,mkdir kindred-media-sandbox && cd kindred-media-sandbox && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
565,open-media-graph,Creative Media Infrastructure,graph,"A graph engine that models dependencies, roles, and constraints for content creation that is modular, provenance-aware, and remixable.",Graph for media systems,Graph schema + viewer,mkdir open-media-graph && cd open-media-graph && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
566,aurora-media-daemon,Creative Media Infrastructure,daemon,"A background daemon that watches changes and updates content creation that is modular, provenance-aware, and remixable automatically.",Daemon for media systems,Watcher + config,mkdir aurora-media-daemon && cd aurora-media-daemon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
567,cobalt-media-lens,Creative Media Infrastructure,lens,"A diagnostic lens that reveals hidden structure and weak points in content creation that is modular, provenance-aware, and remixable.",Lens for media systems,Report generator,mkdir cobalt-media-lens && cd cobalt-media-lens && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
568,praxis-media-bridge,Creative Media Infrastructure,bridge,"A bridge connecting legacy tools to modern primitives for content creation that is modular, provenance-aware, and remixable.",Bridge for media systems,Adapter + import script,mkdir praxis-media-bridge && cd praxis-media-bridge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
569,humane-media-forge,Creative Media Infrastructure,forge,"A generator that creates starter modules for content creation that is modular, provenance-aware, and remixable.",Forge for media systems,Template engine + sample project,mkdir humane-media-forge && cd humane-media-forge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
570,neon-media-checkpoint,Creative Media Infrastructure,checkpoint,"A checkpointing system that preserves state and rollback paths for content creation that is modular, provenance-aware, and remixable.",Checkpoint for media systems,Snapshot API + restore test,mkdir neon-media-checkpoint && cd neon-media-checkpoint && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
571,foundry-media-radar,Creative Media Infrastructure,radar,"A signal-detection layer that finds emerging patterns in content creation that is modular, provenance-aware, and remixable.",Radar for media systems,Signal rules + dashboard,mkdir foundry-media-radar && cd foundry-media-radar && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
572,root-media-passport,Creative Media Infrastructure,passport,"A portable identity or credential artifact for participants in content creation that is modular, provenance-aware, and remixable.",Passport for media systems,Credential schema + verifier,mkdir root-media-passport && cd root-media-passport && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
573,field-media-map,Creative Media Infrastructure,map,"A navigable map of actors, assets, and flows involved in content creation that is modular, provenance-aware, and remixable.",Map for media systems,Map model + demo data,mkdir field-media-map && cd field-media-map && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
574,dovetail-media-scheduler,Creative Media Infrastructure,scheduler,"A constraint-aware scheduler for coordinating resources inside content creation that is modular, provenance-aware, and remixable.",Scheduler for media systems,Solver + calendar export,mkdir dovetail-media-scheduler && cd dovetail-media-scheduler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
575,cairn-media-vault,Creative Media Infrastructure,vault,"A private vault for storing sensitive context used by content creation that is modular, provenance-aware, and remixable.",Vault for media systems,Encrypted store + access policy,mkdir cairn-media-vault && cd cairn-media-vault && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
576,frontier-media-mirror,Creative Media Infrastructure,mirror,"A reflection system that compares stated goals to actual behavior in content creation that is modular, provenance-aware, and remixable.",Mirror for media systems,Diff engine + report,mkdir frontier-media-mirror && cd frontier-media-mirror && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
577,quiet-media-switchboard,Creative Media Infrastructure,switchboard,"A routing switchboard that sends each task in content creation that is modular, provenance-aware, and remixable to the right module.",Switchboard for media systems,Router + routing tests,mkdir quiet-media-switchboard && cd quiet-media-switchboard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
578,sentinel-media-receipt,Creative Media Infrastructure,receipt,"A verifiable receipt system for actions, outcomes, and handoffs in content creation that is modular, provenance-aware, and remixable.",Receipt for media systems,Receipt schema + signer,mkdir sentinel-media-receipt && cd sentinel-media-receipt && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
579,ember-media-atelier,Creative Media Infrastructure,atelier,"A creative workbench for composing artifacts related to content creation that is modular, provenance-aware, and remixable.",Atelier for media systems,Asset pipeline + previewer,mkdir ember-media-atelier && cd ember-media-atelier && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
580,soma-media-garden,Creative Media Infrastructure,garden,"A growth system that nurtures small contributions into mature assets for content creation that is modular, provenance-aware, and remixable.",Garden for media systems,Contribution tracker,mkdir soma-media-garden && cd soma-media-garden && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
581,glyph-media-compass,Creative Media Infrastructure,compass,"A decision-support compass that scores options within content creation that is modular, provenance-aware, and remixable.",Compass for media systems,Scoring model + examples,mkdir glyph-media-compass && cd glyph-media-compass && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
582,lantern-media-pulse,Creative Media Infrastructure,pulse,"A real-time pulse monitor for health signals in content creation that is modular, provenance-aware, and remixable.",Pulse for media systems,Metrics collector + UI,mkdir lantern-media-pulse && cd lantern-media-pulse && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
583,blueprint-media-ritual,Creative Media Infrastructure,ritual,"A repeatable operating ritual that structures recurring work in content creation that is modular, provenance-aware, and remixable.",Ritual for media systems,Checklist engine + logs,mkdir blueprint-media-ritual && cd blueprint-media-ritual && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
584,civic-media-scaffold,Creative Media Infrastructure,scaffold,"A repo scaffold that makes content creation that is modular, provenance-aware, and remixable production-ready from the first commit.",Scaffold for media systems,Starter repo + docs,mkdir civic-media-scaffold && cd civic-media-scaffold && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
585,atlas-media-archive,Creative Media Infrastructure,archive,"A durable archive that preserves versions, context, and annotations for content creation that is modular, provenance-aware, and remixable.",Archive for media systems,Archive layout + viewer,mkdir atlas-media-archive && cd atlas-media-archive && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
586,halo-media-resolver,Creative Media Infrastructure,resolver,"A conflict resolver that reconciles competing constraints in content creation that is modular, provenance-aware, and remixable.",Resolver for media systems,Resolution rules + tests,mkdir halo-media-resolver && cd halo-media-resolver && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
587,kinetic-media-beacon,Creative Media Infrastructure,beacon,"A lightweight broadcast mechanism for publishing trusted signals about content creation that is modular, provenance-aware, and remixable.",Beacon for media systems,Pub/sub demo,mkdir kinetic-media-beacon && cd kinetic-media-beacon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
588,mosaic-media-mixer,Creative Media Infrastructure,mixer,"A composition engine that blends modules and data streams for content creation that is modular, provenance-aware, and remixable.",Mixer for media systems,Mixer API + examples,mkdir mosaic-media-mixer && cd mosaic-media-mixer && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
589,horizon-media-contract,Creative Media Infrastructure,contract,"A machine-readable contract format for roles, limits, and guarantees in content creation that is modular, provenance-aware, and remixable.",Contract for media systems,Contract schema + linter,mkdir horizon-media-contract && cd horizon-media-contract && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
590,thread-media-sentry,Creative Media Infrastructure,sentry,"A sentry that flags anomalies and unsafe transitions in content creation that is modular, provenance-aware, and remixable.",Sentry for media systems,Detector + alert mock,mkdir thread-media-sentry && cd thread-media-sentry && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
591,moral-media-loom,Creative Media Infrastructure,loom,"A weaving engine that turns fragmented inputs into coherent flows for content creation that is modular, provenance-aware, and remixable.",Loom for media systems,Flow builder + examples,mkdir moral-media-loom && cd moral-media-loom && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
592,human-media-prism,Creative Media Infrastructure,prism,"A multi-perspective review system for evaluating content creation that is modular, provenance-aware, and remixable.",Prism for media systems,Review rubric + UI,mkdir human-media-prism && cd human-media-prism && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
593,oath-media-turbine,Creative Media Infrastructure,turbine,"A momentum engine that converts small signals into prioritized work for content creation that is modular, provenance-aware, and remixable.",Turbine for media systems,Prioritizer + queue,mkdir oath-media-turbine && cd oath-media-turbine && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
594,chrono-media-dock,Creative Media Infrastructure,dock,"A docking standard that lets plugins attach cleanly to content creation that is modular, provenance-aware, and remixable.",Dock for media systems,Plugin API + sample plugin,mkdir chrono-media-dock && cd chrono-media-dock && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
595,harbor-media-seedbank,Creative Media Infrastructure,seedbank,"A seedbank of reusable primitives, prompts, schemas, and tests for content creation that is modular, provenance-aware, and remixable.",Seedbank for media systems,Library + search,mkdir harbor-media-seedbank && cd harbor-media-seedbank && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
596,quartz-media-scorecard,Creative Media Infrastructure,scorecard,"A scorecard system that converts qualitative outcomes into inspectable measures for content creation that is modular, provenance-aware, and remixable.",Scorecard for media systems,Metrics schema + report,mkdir quartz-media-scorecard && cd quartz-media-scorecard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
597,mantle-media-constellation,Creative Media Infrastructure,constellation,"A constellation view that links projects, people, and artifacts in content creation that is modular, provenance-aware, and remixable.",Constellation for media systems,Entity model + graph UI,mkdir mantle-media-constellation && cd mantle-media-constellation && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
598,aether-media-relay,Creative Media Infrastructure,relay,"A reliable relay for moving messages, context, and tasks across content creation that is modular, provenance-aware, and remixable.",Relay for media systems,Message bus + retries,mkdir aether-media-relay && cd aether-media-relay && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
599,signal-media-calibrator,Creative Media Infrastructure,calibrator,"A calibration suite that tunes thresholds and expectations for content creation that is modular, provenance-aware, and remixable.",Calibrator for media systems,Calibration tests + chart,mkdir signal-media-calibrator && cd signal-media-calibrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
600,catalyst-media-codex,Creative Media Infrastructure,codex,"A living codex that stores principles, examples, and reference patterns for content creation that is modular, provenance-aware, and remixable.",Codex for media systems,Docs engine + examples,mkdir catalyst-media-codex && cd catalyst-media-codex && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
601,dovetail-cyber-protocol,Cyber-Resilience,protocol,"A protocol that standardizes systems that observe, harden, and recover from attack across independent tools.",Protocol for cyber systems,Spec draft + reference validator,mkdir dovetail-cyber-protocol && cd dovetail-cyber-protocol && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
602,cairn-cyber-kernel,Cyber-Resilience,kernel,"A minimal runtime kernel for systems that observe, harden, and recover from attack without vendor lock-in.",Kernel for cyber systems,Core runtime + CLI,mkdir cairn-cyber-kernel && cd cairn-cyber-kernel && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
603,frontier-cyber-ledger,Cyber-Resilience,ledger,"An append-only event ledger for systems that observe, harden, and recover from attack with replayable history.",Ledger for cyber systems,Event schema + replay demo,mkdir frontier-cyber-ledger && cd frontier-cyber-ledger && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
604,quiet-cyber-simulator,Cyber-Resilience,simulator,"A simulation engine that stress-tests systems that observe, harden, and recover from attack before deployment.",Simulator for cyber systems,Scenario runner + sample cases,mkdir quiet-cyber-simulator && cd quiet-cyber-simulator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
605,sentinel-cyber-compiler,Cyber-Resilience,compiler,"A compiler that converts human intent into machine-checkable plans for systems that observe, harden, and recover from attack.",Compiler for cyber systems,Parser + plan IR,mkdir sentinel-cyber-compiler && cd sentinel-cyber-compiler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
606,ember-cyber-index,Cyber-Resilience,index,"A semantic index that makes systems that observe, harden, and recover from attack searchable, comparable, and reusable.",Index for cyber systems,Indexer + query API,mkdir ember-cyber-index && cd ember-cyber-index && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
607,soma-cyber-canvas,Cyber-Resilience,canvas,"An interactive canvas for designing and debugging systems that observe, harden, and recover from attack.",Canvas for cyber systems,Web UI + example board,mkdir soma-cyber-canvas && cd soma-cyber-canvas && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
608,glyph-cyber-agent,Cyber-Resilience,agent,"A specialist agent that manages one narrow responsibility inside systems that observe, harden, and recover from attack.",Agent for cyber systems,Agent contract + tests,mkdir glyph-cyber-agent && cd glyph-cyber-agent && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
609,lantern-cyber-orchestrator,Cyber-Resilience,orchestrator,"An orchestrator that coordinates modules responsible for systems that observe, harden, and recover from attack.",Orchestrator for cyber systems,Router + plugin registry,mkdir lantern-cyber-orchestrator && cd lantern-cyber-orchestrator && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
610,blueprint-cyber-guardian,Cyber-Resilience,guardian,"A guard layer that detects failure, drift, and misuse in systems that observe, harden, and recover from attack.",Guardian for cyber systems,Policy rules + audit log,mkdir blueprint-cyber-guardian && cd blueprint-cyber-guardian && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
611,civic-cyber-codec,Cyber-Resilience,codec,"A translation layer that converts messy inputs into structured records for systems that observe, harden, and recover from attack.",Codec for cyber systems,Normalizer + fixtures,mkdir civic-cyber-codec && cd civic-cyber-codec && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
612,atlas-cyber-mesh,Cyber-Resilience,mesh,"A federated mesh where peers share signals about systems that observe, harden, and recover from attack without central control.",Mesh for cyber systems,Peer protocol + mock nodes,mkdir atlas-cyber-mesh && cd atlas-cyber-mesh && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
613,halo-cyber-notebook,Cyber-Resilience,notebook,"A living notebook format where every claim about systems that observe, harden, and recover from attack carries evidence.",Notebook for cyber systems,File format + renderer,mkdir halo-cyber-notebook && cd halo-cyber-notebook && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
614,kinetic-cyber-sandbox,Cyber-Resilience,sandbox,"A safe experimentation sandbox for testing systems that observe, harden, and recover from attack under constraints.",Sandbox for cyber systems,Isolated runner + examples,mkdir kinetic-cyber-sandbox && cd kinetic-cyber-sandbox && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
615,mosaic-cyber-graph,Cyber-Resilience,graph,"A graph engine that models dependencies, roles, and constraints for systems that observe, harden, and recover from attack.",Graph for cyber systems,Graph schema + viewer,mkdir mosaic-cyber-graph && cd mosaic-cyber-graph && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
616,horizon-cyber-daemon,Cyber-Resilience,daemon,"A background daemon that watches changes and updates systems that observe, harden, and recover from attack automatically.",Daemon for cyber systems,Watcher + config,mkdir horizon-cyber-daemon && cd horizon-cyber-daemon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
